_id	AnnoS	AteneoCOD	AteneoNOME	ClasseNUMERO	CorsoNOME	SedeC	SedeP	Sesso	Lau
28565	2021	101	Torino	L-10	Culture e Letterature del Mondo Moderno	TORINO	1	M	9
28566	2021	101	Torino	L-16	Scienze dell'Amministrazione	TORINO	1	M	9
28567	2021	101	Torino	L-27	Scienza e Tecnologia dei Materiali	TORINO	1	F	9
28568	2021	101	Torino	L-25	Scienze Forestali e Ambientali	GRUGLIASCO	1	F	9
28569	2020	9201	Cagliari	LM-02	Archeologia e Storia dell'Arte	CAGLIARI	92	F	9
28570	2020	9201	Cagliari	LM-46	Odontoiatria e Protesi Dentaria	CAGLIARI	92	F	9
28571	2020	9201	Cagliari	L-22	Scienze delle Attivita' Motorie e Sportive	CAGLIARI	92	F	9
28572	2020	9201	Cagliari	L-09	Ingegneria Chimica	CAGLIARI	92	M	9
28573	2020	9201	Cagliari	L-35	Matematica	CAGLIARI	92	M	9
28574	2020	9201	Cagliari	LM/SNT3	Scienze delle Professioni Sanitarie Tecniche Diagnostiche	CAGLIARI	92	F	9
28575	2020	9001	Sassari	L-32	Scienze Naturali	SASSARI	90	M	9
28576	2020	9001	Sassari	L-25	Scienze Forestali e Ambientali	NUORO	91	F	9
28577	2020	9001	Sassari	L-21	Urbanistica. Pianificazione della Città, del Territorio, dell'Ambiente e del Paesaggio.	ALGHERO	90	M	9
28578	2020	9001	Sassari	L-14	Scienze dei Servizi Giuridici	SASSARI	90	M	9
28579	2020	9001	Sassari	L-16	Scienze della Politica e dell'Amministrazione	SASSARI	90	F	9
28580	2020	9001	Sassari	LM-61	Scienze dellAlimentazione, Salute e Benessere dellUomo	SASSARI	90	F	9
28581	2021	101	Torino	LM-01	Antropologia Culturale ed Etnologia	TORINO	1	M	9
28582	2021	101	Torino	LM-69	Scienze Agrarie	GRUGLIASCO	1	F	9
28583	2021	701	Aosta	LM-56	Economia e Politiche del Territorio e dell'Impresa	SAINT-CHRISTOPHE	7	M	9
28584	2021	201	Piemonte Orientale	L/SNT3	Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)	NOVARA	3	F	9
28585	2021	1501	Milano	L-38	Scienze delle Produzioni Animali	MILANO	15	M	9
28586	2021	1501	Milano	LM-02	Archeologia	MILANO	15	M	9
28587	2021	1501	Milano	LM-06	Plant Science - Biologia Vegetale	MILANO	15	M	9
28588	2021	1501	Milano	LM-06	Biologia Applicata alle Scienze della Nutrizione	MILANO	15	M	9
28589	2021	1501	Milano	LM-09	Medical Biotechnology And Molecular Medicine - Biotecnologie Mediche e Medicina Molecolare	MILANO	15	M	9
28590	2021	1502	Milano Politecnico	L-07	Ingegneria Civile e Ambientale	LECCO	97	M	9
28591	2021	1501	Milano	LM-60	Biogeoscienze: Analisi degli Ecosistemi e Comunicazione delle Scienze	MILANO	15	F	9
28592	2021	1502	Milano Politecnico	L-17	Scienze dell'Architettura	MILANO	15	M	9
28593	2021	1502	Milano Politecnico	LM-04	Architettura	MILANO	15	M	9
28594	2021	1504	Milano Cattolica	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	BRESCIA	17	M	9
28595	2021	1504	Milano Cattolica	L/SNT1	Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o)	ROMA	58	F	9
28596	2021	1504	Milano Cattolica	L/SNT3	Dietistica (Abilitante alla Professione Sanitaria di Dietista)	ROMA	58	F	9
28597	2021	1504	Milano Cattolica	L/SNT2	Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista)	VITERBO	56	M	9
28598	2021	1502	Milano Politecnico	LM-48	Urban Planning And Policy Design	MILANO	15	M	9
28599	2021	1501	Milano	L/SNT3	Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)	MILANO	15	M	9
28600	2021	1501	Milano	L/SNT2	Logopedia (Abilitante alla Professione Sanitaria di Logopedista)	BOSISIO PARINI	97	F	9
28601	2021	1501	Milano	L/SNT2	Podologia (Abilitante alla Professione Sanitaria di Podologo)	MILANO	15	M	9
28602	2021	1501	Milano	L/SNT2	Educazione Professionale (Abilitante alla Professione Sanitaria di Educatore Professionale)	MILANO	15	M	9
28603	2021	1501	Milano	47/S	Medicina Veterinaria	MILANO	15	F	9
28604	2021	1202	Insubria	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	VARESE	12	M	9
28605	2021	1202	Insubria	L/SNT1	Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o)	VARESE	12	F	9
28606	2021	1202	Insubria	LM-75	Scienze Ambientali	COMO	13	F	9
28607	2021	1001	Genova	LM-09	Medical-Pharmaceutical Biotechnology	GENOVA	10	F	9
28608	2021	1001	Genova	L-42	Storia	GENOVA	10	F	9
28609	2021	1001	Genova	LM-04	Ingegneria Edile-Architettura	GENOVA	10	F	9
28610	2021	1001	Genova	L-35	Statistica Matematica e Trattamento Informatico dei Dati (Smid)	GENOVA	10	F	9
28611	2021	1001	Genova	L-31	Informatica	GENOVA	10	F	9
28612	2021	1001	Genova	L-08	Ingegneria Informatica	GENOVA	10	F	9
28613	2021	1001	Genova	LM-53	Scienza e Ingegneria dei Materiali	GENOVA	10	F	9
28614	2021	1001	Genova	LM-75	Hydrography And Oceanography	GENOVA	10	F	9
28615	2021	1001	Genova	LM-68	Scienze e Tecniche dello Sport	GENOVA	10	F	9
28616	2021	1509	Milano Bicocca	18	Scienze dell'Educazione	MILANO	15	F	9
28617	2021	1509	Milano Bicocca	LM-51	Psicologia Clinica, dello Sviluppo e Neuropsicologia	MILANO	15	F	9
28618	2021	1509	Milano Bicocca	LM-51	Psicologia dei Processi Sociali, Decisionali e dei Comportamenti Economici	MILANO	15	F	9
28619	2021	1509	Milano Bicocca	LM-18	Informatica	MILANO	15	F	9
28620	2021	1601	Bergamo	L-23	Ingegneria Edile	DALMINE	16	M	9
28621	2021	1601	Bergamo	LM-37	Intercultural Studies in Languages And Literatures	BERGAMO	16	F	9
28622	2021	1509	Milano Bicocca	LM-87	Programmazione e Gestione delle Politiche e dei Servizi Sociali	MILANO	15	M	9
28623	2021	1509	Milano Bicocca	LM-75	Marine Sciences - Scienze Marine	MILANO	15	M	9
28624	2021	1504	Milano Cattolica	L-25	Scienze e Tecnologie Agrarie	PIACENZA	33	F	9
28625	2021	1504	Milano Cattolica	L-14	Servizi Giuridici	MILANO	15	M	9
28626	2021	1504	Milano Cattolica	LM-51	Psicologia Clinica e Promozione della Salute: Persona, Relazioni Familiari e di Comunità	MILANO	15	M	9
28627	2021	1504	Milano Cattolica	LM-85 bis	Scienze della Formazione Primaria	MILANO	15	M	9
28628	2021	1505	Milano IULM	LM-94	Traduzione Specialistica e Interpretariato di Conferenza	MILANO	15	M	9
28629	2021	1505	Milano IULM	LM-59	Comunicazione Strategica	MILANO	15	M	9
28630	2021	1508	Milano San Raffaele	L/SNT2	Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista)	MILANO	15	F	9
28631	2021	1701	Brescia	LM-46	Odontoiatria e Protesi Dentaria	BRESCIA	17	F	9
28632	2021	1701	Brescia	LM-35	Civil And Environmental Engineering	BRESCIA	17	M	9
28633	2021	1701	Brescia	LM-09	Biotecnologie Mediche	BRESCIA	17	F	9
28634	2021	1701	Brescia	LM-23	Ingegneria Civile	BRESCIA	17	F	9
28635	2021	1701	Brescia	LM-23	Ingegneria Civile	BRESCIA	17	M	9
28636	2021	1701	Brescia	L/SNT2	Educazione Professionale (Abilitante alla Professione Sanitaria di Educatore Professionale)	MANTOVA	20	M	9
28637	2021	1701	Brescia	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	DESENZANO DEL GARDA	17	M	9
28638	2021	1701	Brescia	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	MANTOVA	20	M	9
28639	2021	1701	Brescia	L/SNT3	Dietistica (Abilitante alla Professione Sanitaria di Dietista)	BRESCIA	17	F	9
28640	2021	1701	Brescia	L/SNT4	Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro)	BRESCIA	17	F	9
28641	2021	1601	Bergamo	LM-78	Filosofia e Storia delle Scienze Naturali e Umane	BERGAMO	16	M	9
28642	2021	1801	Pavia	L/SNT4	Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro)	PAVIA	18	F	9
28643	2021	1801	Pavia	L/SNT3	Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)	PAVIA	18	M	9
28644	2021	1801	Pavia	L-20	Comunicazione, Innovazione, Multimedialita	PAVIA	18	M	9
28645	2021	2201	Trento	L-08	Ingegneria dell'Informazione e Organizzazione d'Impresa	TRENTO	22	F	9
28646	2021	2201	Trento	L-18	Economia e Management	TRENTO	22	M	9
28647	2021	2201	Trento	LM-88	Sociology And Social Research	TRENTO	22	F	9
28648	2021	2201	Trento	LM-55	Human-Computer Interaction - Interazione Persona-Macchina	ROVERETO	22	M	9
28649	2021	1801	Pavia	LM-62	World Politics And International Relations (Politica Nel Mondo e Relazioni Internazionali)	PAVIA	18	F	9
28650	2021	1801	Pavia	LM-60	Scienze della Natura	PAVIA	18	M	9
28651	2021	1801	Pavia	LM-40	Matematica	PAVIA	18	F	9
28652	2021	1801	Pavia	LM-45	Musicologia	CREMONA	19	F	9
28653	2021	2101	Bolzano	LM-87	Innovazione e Ricerca per Gli Interventi Socio-Assistenziali-Educativi	BRESSANONE - BRIXEN	21	F	9
28654	2021	2101	Bolzano	LM-63	Economia e Management del Settore Pubblico	BOLZANO - BOZEN	21	F	9
28655	2021	2801	Padova	LM-51	Cognitive Neuroscience And Clinical Neuropsychology	PADOVA	28	M	9
28656	2021	2801	Padova	LM-39	Linguistica	PADOVA	28	M	9
28657	2021	2801	Padova	LM-38	Lingue Moderne per la Comunicazione e la Cooperazione Internazionale	PADOVA	28	M	9
28658	2021	2801	Padova	LM-85	Culture, Formazione e Societa' Globale	PADOVA	28	M	9
28659	2021	2801	Padova	LM-85 bis	Scienze della Formazione Primaria	PADOVA	28	M	9
28660	2021	3001	Udine	L/SNT2	Educazione Professionale (Abilitante alla Professione Sanitaria di Educatore Professionale)	UDINE	30	M	9
28661	2021	2801	Padova	LM-51	Psicologia dello Sviluppo e dell'Educazione	PADOVA	28	M	9
28662	2021	2801	Padova	LM-52	Human Rights And Multi-Level Governance	PADOVA	28	M	9
28663	2021	2801	Padova	LM-56	Economics And Finance	PADOVA	28	F	9
28664	2021	2801	Padova	LM-60	Scienze della Natura	PADOVA	28	F	9
28665	2021	3201	Trieste	L-07	Ingegneria Civile e Ambientale	TRIESTE	32	F	9
28666	2021	3201	Trieste	LM-06	Ecologia dei Cambiamenti Globali	TRIESTE	32	F	9
28667	2021	3001	Udine	LM-65	Scienze del Patrimonio Audiovisivo e dell'Educazione Ai Media	GORIZIA	31	M	9
28668	2021	3001	Udine	LM-69	Scienze e Tecnologie Agrarie	UDINE	30	F	9
28669	2021	3001	Udine	LM-89	Storia dell'Arte e Conservazione dei Beni Storico-Artistici	UDINE	30	F	9
28670	2021	3001	Udine	LM-04	Architettura	UDINE	30	M	9
28671	2021	3001	Udine	L-31	Informatica	UDINE	30	F	9
28672	2021	3001	Udine	L-31	Tecnologie Web e Multimediali	UDINE	30	M	9
28673	2021	3001	Udine	L-18	Economia Aziendale	PORDENONE	93	F	9
28674	2021	3001	Udine	L-09	Ingegneria Meccanica	UDINE	30	F	9
28675	2021	2801	Padova	L/SNT3	Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)	TREVISO	26	F	9
28676	2021	2801	Padova	L-08	Ingegneria Meccanica e Meccatronica	VICENZA	24	M	9
28677	2021	2801	Padova	L-13	Biologia Molecolare	PADOVA	28	M	9
28678	2021	2801	Padova	L-19	Scienze dell'Educazione e della Formazione	PADOVA	28	M	9
28679	2021	2801	Padova	L/SNT2	Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista)	SANTORSO	24	M	9
28680	2021	2801	Padova	L/SNT2	Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista)	CONEGLIANO	26	M	9
28681	2021	2801	Padova	L/SNT3	Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale)	TREVISO	26	M	9
28682	2021	2801	Padova	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	MONTECCHIO PRECALCINO	24	M	9
28683	2021	2801	Padova	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	PORTOGRUARO	27	M	9
28684	2021	2702	Venezia Iuav	LM-48	Pianificazione e Politiche per la Città, il Territorio e l'Ambiente	VENEZIA	27	F	9
28685	2021	2702	Venezia Iuav	LM-48	Pianificazione e Politiche per la Città, il Territorio e l'Ambiente	VENEZIA	27	M	9
28686	2021	2701	Venezia Cà Foscari	L-11	Lingue, Civilta e Scienze del Linguaggio	VENEZIA	27	M	9
28687	2021	2301	Verona	LM-62	Governance dell'Emergenza	VERONA	23	M	9
28688	2021	2301	Verona	LM-56	International Economics And Business Management - Economia Internazionale e Gestione delle Imprese	VICENZA	24	F	9
28689	2021	2301	Verona	LM-68	Scienze dello Sport e della Prestazione Fisica	VERONA	23	F	9
28690	2021	2201	Trento	LM-91	Data Science	TRENTO	22	F	9
28691	2021	2301	Verona	L/SNT2	Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista)	ROVERETO	22	M	9
28692	2021	2301	Verona	L/SNT2	Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista)	VERONA	23	F	9
28693	2021	2301	Verona	L/SNT3	Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico)	VERONA	23	F	9
28694	2021	2301	Verona	LM-51	Formazione e Sviluppo delle Risorse Umane	VERONA	23	F	9
28695	2021	2301	Verona	LM-46	Odontoiatria e Protesi Dentaria	VERONA	23	F	9
28696	2021	2301	Verona	LM-18	Bionformatica Medica	VERONA	23	F	9
28697	2021	2301	Verona	LM-18	Medical Bioinformatics	VERONA	23	M	8
28698	2021	2301	Verona	L-31	Bioinformatica	VERONA	23	M	8
28699	2021	2301	Verona	LM-77	Direzione Aziendale	VICENZA	24	M	8
28700	2021	2701	Venezia Cà Foscari	L-01	Conservazione e Gestione dei Beni e delle Attivita Culturali	VENEZIA	27	M	8
28701	2021	2701	Venezia Cà Foscari	LM-53	Science And Technology Of Bio And Nanomaterials	VENEZIA	27	F	8
28702	2021	2701	Venezia Cà Foscari	LM-63	Governance delle Organizzazioni Pubbliche	VENEZIA	27	M	8
28703	2021	2701	Venezia Cà Foscari	L-39	Scienze della Societa e del Servizio Sociale	VENEZIA	27	F	8
28704	2021	2701	Venezia Cà Foscari	LM-89	Storia delle Arti e Conservazione dei Beni Artistici	VENEZIA	27	M	8
28705	2021	2701	Venezia Cà Foscari	LM-94	Interpretariato e Traduzione Editoriale, Settoriale	TREVISO	26	M	8
28706	2021	2801	Padova	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	TREVISO	26	M	8
28707	2021	2801	Padova	L-11	Lingue, Letterature e Culture Moderne	PADOVA	28	F	8
28708	2021	2801	Padova	L/SNT4	Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro)	PADOVA	28	F	8
28709	2021	3001	Udine	L-31	Internet Of Things, Big Data & Web	UDINE	30	F	8
28710	2021	3001	Udine	LM-18	Comunicazione Multimediale e Tecnologie dell'Informazione	PORDENONE	93	F	8
28711	2021	3001	Udine	LM-18	Comunicazione Multimediale e Tecnologie dell'Informazione	PORDENONE	93	M	8
28712	2021	3201	Trieste	LM-06	Ecologia dei Cambiamenti Globali	TRIESTE	32	M	8
28713	2021	3201	Trieste	L-41	Statistica e Informatica per l'Azienda, la Finanza e l'Assicurazione	TRIESTE	32	M	8
28714	2021	3201	Trieste	L-27	Chimica	TRIESTE	32	F	8
28715	2021	3201	Trieste	LM-46	Odontoiatria e Protesi Dentaria	TRIESTE	32	M	8
28716	2021	3201	Trieste	LM-28	Ingegneria dell'Energia Elettrica e dei Sistemi	TRIESTE	32	M	8
28717	2021	3201	Trieste	L-05	Discipline Storiche e Filosofiche	TRIESTE	32	F	8
28718	2021	3201	Trieste	L/SNT3	Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)	TRIESTE	32	F	8
28719	2021	3001	Udine	LM-94	Traduzione e Mediazione Culturale	UDINE	30	M	8
28720	2021	2801	Padova	LM-70	Italian Food And Wine - Alimenti e Vini d'Italia	LEGNARO	28	F	8
28721	2021	2801	Padova	LM-74	Geologia e Geologia Tecnica	PADOVA	28	F	8
28722	2021	3001	Udine	L/SNT2	Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista)	UDINE	30	M	8
28723	2021	2801	Padova	LM-46	Odontoiatria e Protesi Dentaria	PADOVA	28	F	8
28724	2021	2801	Padova	LM-46	Odontoiatria e Protesi Dentaria	PADOVA	28	M	8
28725	2021	2801	Padova	LM-28	Ingegneria dell'Energia Elettrica	PADOVA	28	F	8
28726	2021	2801	Padova	LM-06	Biologia marina	CHIOGGIA	27	M	8
28727	2021	2801	Padova	LM/SNT4	Scienze delle Professioni Sanitarie della Prevenzione	PADOVA	28	M	8
28728	2021	2801	Padova	LM-06	Molecular Biology	PADOVA	28	M	8
28729	2021	2101	Bolzano	LM-33	Industrial Mechanical Engineering	BOLZANO - BOZEN	21	M	8
28730	2021	2101	Bolzano	L-09	Industrial And Mechanical Engineering	BOLZANO - BOZEN	21	M	8
28731	2021	2101	Bolzano	L-25	Scienze Agrarie e Agro-Ambientali	BOLZANO - BOZEN	21	M	8
28732	2021	2101	Bolzano	LM-12	Eco-Social Design	BOLZANO - BOZEN	21	F	8
28733	2021	1801	Pavia	LM-52	Sviluppo Economico e Relazioni Internazionali	PAVIA	18	M	8
28734	2021	1801	Pavia	LM-68	Scienze e Tecniche dello Sport	VOGHERA	18	M	8
28735	2021	1801	Pavia	LM-78	Filosofia	PAVIA	18	M	8
28736	2021	2201	Trento	LM-52	International Security Studies	TRENTO	22	M	8
28737	2021	2201	Trento	LM-22	Materials And Production Engineering - Ingegneria dei Materiali e della Produzione	TRENTO	22	M	8
28738	2021	2201	Trento	LM-37	Letterature Euroamericane, Traduzione e Critica Letteraria	TRENTO	22	M	8
28739	2021	2201	Trento	LM-88	Sociology And Social Research	TRENTO	22	M	8
28740	2021	2201	Trento	LM-77	Innovation Management - Management dell'Innovazione	TRENTO	22	M	8
28741	2021	2201	Trento	LM-17	Fisica	TRENTO	22	F	8
28742	2021	1801	Pavia	L-34	Scienze Geologiche	PAVIA	18	F	8
28743	2021	1801	Pavia	LM-14	Filologia Moderna. Scienze della Letteratura del Teatro del Cinema	PAVIA	18	M	8
28744	2021	1801	Pavia	LM-19	Comunicazione Professionale e Multimedialità	PAVIA	18	F	8
28745	2021	1801	Pavia	LM-06	Molecular Biology And Genetics	PAVIA	18	M	8
28746	2021	1801	Pavia	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	VIGEVANO	18	M	8
28747	2021	1701	Brescia	L/SNT3	Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)	BRESCIA	17	F	8
28748	2021	1701	Brescia	L/SNT4	Assistenza Sanitaria (Abilitante alla Professione Sanitaria di Assistente Sanitario)	BRESCIA	17	F	8
28749	2021	1701	Brescia	LM-09	Biotecnologie Mediche	BRESCIA	17	M	8
28750	2021	1701	Brescia	LM/SNT1	Scienze Infermieristiche e Ostetriche	BRESCIA	17	M	8
28751	2021	1701	Brescia	LM-04cu	Ingegneria Edile-Architettura	BRESCIA	17	F	8
28752	2021	1701	Brescia	L-08	Ingegneria Informatica	BRESCIA	17	F	8
28753	2021	1701	Brescia	LM-56	Moneta, Finanza e Risk Management	BRESCIA	17	F	8
28754	2021	1508	Milano San Raffaele	LM/SNT2	Scienze Riabilitative delle Professioni Sanitarie	MILANO	15	F	8
28755	2021	1504	Milano Cattolica	LM-85	Scienze Pedagogiche e Servizi alla Persona	MILANO	15	M	8
28756	2021	1504	Milano Cattolica	LM-40	Matematica	BRESCIA	17	M	8
28757	2021	1504	Milano Cattolica	LM-14	Filologia Moderna	BRESCIA	17	M	8
28758	2021	1509	Milano Bicocca	LM-58	Astrofisica e Fisica dello Spazio	MILANO	15	F	8
28759	2021	1509	Milano Bicocca	LM/SNT1	Scienze Infermieristiche e Ostetriche	MONZA	108	M	8
28760	2021	1508	Milano San Raffaele	LM-51	Psicologia Cognitiva nella Comunicazione della Salute	MILANO	15	F	8
28761	2021	1509	Milano Bicocca	L/SNT3	Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale)	MONZA	108	M	8
28762	2021	1001	Genova	LM-85 bis	Scienze della Formazione Primaria	GENOVA	10	M	8
28763	2021	1001	Genova	LMG/01	Giurisprudenza	IMPERIA	8	M	8
28764	2021	1001	Genova	LM-23	Ingegneria Civile	GENOVA	10	M	8
28765	2021	1001	Genova	LM-17	Fisica	GENOVA	10	F	8
28766	2021	1001	Genova	L-19	Scienze Pedagogiche e dell'Educazione	GENOVA	10	M	8
28767	2021	1001	Genova	L-14	Giurista dell'Impresa e dell'Amministrazione	GENOVA	10	M	8
28768	2021	1301	Novedrate e-Campus - telematica	L-11	Lingue e Letterature Straniere	NOVEDRATE	13	F	8
28769	2021	1202	Insubria	LM-17	Fisica	COMO	13	M	8
28770	2021	1202	Insubria	L-42	Storia e Storie del Mondo Contemporaneo	VARESE	12	F	8
28771	2021	1202	Insubria	LM-18	Informatica	VARESE	12	M	8
28772	2021	1501	Milano	14/S	Farmacia	MILANO	15	F	8
28773	2021	1501	Milano	L/SNT3	Tecniche Audiometriche (Abilitante alla Professione Sanitaria di Audiometrista)	MILANO	15	F	8
28774	2021	1501	Milano	L/SNT3	Tecniche Ortopediche (Abilitante alla Professione Sanitaria di Tecnico Ortopedico)	MILANO	15	M	8
28775	2021	1503	Milano Bocconi	L-18	Economia e Management per Arte, Cultura e Comunicazione	MILANO	15	M	8
28776	2021	1504	Milano Cattolica	L/SNT2	Logopedia (Abilitante alla Professione Sanitaria di Logopedista)	POTENZA	76	F	8
28777	2021	1504	Milano Cattolica	L/SNT2	Ortottica ed Assistenza Oftalmologica (Abilitante alla Professione Sanitaria di Ortottista ed Assistente di Oftalmologia)	ROMA	58	F	8
28778	2021	1502	Milano Politecnico	L-09	Ingegneria Gestionale	CREMONA	19	F	8
28779	2021	1501	Milano	L-25	Valorizzazione e Tutela dell'Ambiente e del Territorio Montano	EDOLO	17	F	8
28780	2021	201	Piemonte Orientale	L/SNT3	Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico)	NOVARA	3	F	8
28781	2021	201	Piemonte Orientale	L-11	Lingue Straniere Moderne	VERCELLI	2	M	8
28782	2021	201	Piemonte Orientale	L-16	Scienze Politiche, Economiche, Sociali e dell'Amministrazione	ALESSANDRIA	6	F	8
28783	2021	201	Piemonte Orientale	L-16	Scienze Politiche, Economiche, Sociali e dell'Amministrazione	ALESSANDRIA	6	M	8
28784	2021	102	Torino Politecnico	LM-32	Data Science And Engineering	TORINO	1	F	8
28785	2021	701	Aosta	LM-85 bis	Scienze della Formazione Primaria	AOSTA	7	F	8
28786	2021	701	Aosta	LM-37	Lingue e Culture per la Promozione delle Aree Montane	AOSTA	7	F	8
28787	2021	1001	Genova	L-02	Biotecnologie	GENOVA	10	M	8
28788	2021	1001	Genova	L/SNT3	Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)	GENOVA	10	M	8
28789	2021	1001	Genova	L/SNT2	Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista)	PIETRA LIGURE	9	M	8
28790	2021	1001	Genova	L/SNT3	Dietistica (Abilitante alla Professione Sanitaria di Dietista)	GENOVA	10	F	8
28791	2021	1001	Genova	L/SNT2	Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista)	CHIAVARI	10	M	8
28792	2021	1001	Genova	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	CHIAVARI	10	M	8
28793	2021	101	Torino	LM-74	Scienze Geologiche Applicate	TORINO	1	M	8
28794	2021	101	Torino	LM-80	Geografia e Scienze Territoriali	TORINO	1	M	8
28795	2021	101	Torino	LM/SNT2	Scienze Riabilitative delle Professioni Sanitarie	ORBASSANO	1	F	8
